antecedent(s),consequent(s),antecedent frequency,antecedent support,consequent support,confidence,rule support,lift,confidence difference,confidence ratio,size antec.set,size conseq.set,rule ID
"Building Predictive Models, Intro to CHAID, Intro to Statistic platform, Intermediate Techniques",Decision Trees,4,0.011461318051575931,0.04011461318051576,1.0,0.011461318051575931,24.928571428571427,0.9598853868194842,0.9598853868194842,4,1,391
"Building Predictive Models, Market Segmentation, Intermediate Techniques, Intro to Statistic platform",Decision Trees,4,0.011461318051575931,0.04011461318051576,1.0,0.011461318051575931,24.928571428571427,0.9598853868194842,0.9598853868194842,4,1,402
"Building Predictive Models, Market Segmentation, Intro to CHAID, Intro to Statistic platform, Intermediate Techniques",Decision Trees,4,0.011461318051575931,0.04011461318051576,1.0,0.011461318051575931,24.928571428571427,0.9598853868194842,0.9598853868194842,5,1,496
"Time Series, Classification and Clustering, Tables",Data Entry,5,0.014326647564469915,0.03724928366762178,0.7999999999999999,0.011461318051575931,21.476923076923075,0.7627507163323781,0.9534383954154728,3,1,331
"Intermediate Techniques, Market Segmentation, Intro to CHAID, Intro to Statistic platform",Decision Trees,5,0.014326647564469915,0.04011461318051576,0.7999999999999999,0.011461318051575931,19.94285714285714,0.7598853868194841,0.9498567335243553,4,1,408
"Building Predictive Models, Market Segmentation, Intro to CHAID, Intermediate Techniques",Decision Trees,5,0.014326647564469915,0.04011461318051576,0.7999999999999999,0.011461318051575931,19.94285714285714,0.7598853868194841,0.9498567335243553,4,1,393
"Intermediate Techniques, Intro to CHAID, Intro to Statistic platform",Decision Trees,5,0.014326647564469915,0.04011461318051576,0.7999999999999999,0.011461318051575931,19.94285714285714,0.7598853868194841,0.9498567335243553,3,1,144
"Market Segmentation, Intermediate Techniques, Intro to Statistic platform",Decision Trees,6,0.017191977077363897,0.04011461318051576,0.6666666666666666,0.011461318051575931,16.619047619047617,0.6265520534861508,0.9398280802292264,3,1,155
"Building Predictive Models, Market Segmentation, Intermediate Techniques",Decision Trees,6,0.017191977077363897,0.04011461318051576,0.6666666666666666,0.011461318051575931,16.619047619047617,0.6265520534861508,0.9398280802292264,3,1,128
"Building Predictive Models, Market Segmentation, Classification and Clustering, Intro to CHAID, Intro to Statistic platform",Decision Trees,7,0.02005730659025788,0.04011461318051576,0.5714285714285714,0.011461318051575931,14.244897959183671,0.5313139582480556,0.9297994269340975,5,1,492
